unique_id,parameter_id,sRealmTools_version,mobsim_version,date,seed,S_POOL,N_SIM,SAD_COEF,SIGMA,MOVEMENT_SD,QUADRAT_AREA,N_QUADRATS,simulation_function
BSBDI8036I,1,0.1.1.9011,0.2.0.9015,2022-03-17T15:27:59.390533Z,42,20,2000,0.1,0.05,0.01,0.01,100,plotting_simulations_jitter_v5
